id_respuesta,empresa_id,region,segmento,antiguedad_cliente,n_compras,nps_score,sat_producto,sat_servicio,sat_precio,sat_soporte,sat_entrega
1263,EMP061,Occidente,Mediana,5,6,9,2,1,3,4,2
1264,EMP061,Occidente,Mediana,5,8,8,1,3,1,2,2
1265,EMP061,Occidente,Mediana,5,6,6,3,2,3,4,2
1266,EMP061,Occidente,Mediana,5,8,8,3,2,1,4,3
1267,EMP061,Occidente,Mediana,5,7,9,3,3,2,1,3
1268,EMP061,Occidente,Mediana,5,6,7,3,3,2,1,3
1269,EMP061,Occidente,Mediana,5,8,6,2,2,2,5,2
1270,EMP061,Occidente,Mediana,5,7,3,3,2,2,1,3
1271,EMP061,Occidente,Mediana,5,8,10,1,1,2,3,3
1272,EMP061,Occidente,Mediana,5,4,7,3,1,2,1,3
1273,EMP061,Occidente,Mediana,5,5,7,2,3,2,1,3
1274,EMP061,Occidente,Mediana,5,7,9,3,3,2,2,3
1275,EMP061,Occidente,Mediana,5,8,6,3,2,2,4,2
1276,EMP061,Occidente,Mediana,5,4,5,3,2,2,3,2
1277,EMP061,Occidente,Mediana,5,7,6,3,3,2,3,2
1278,EMP061,Occidente,Mediana,5,7,4,4,3,2,4,1
1279,EMP061,Occidente,Mediana,5,6,8,3,3,3,2,3
1280,EMP062,Norte,Mediana,3,3,5,2,2,2,4,2
1281,EMP062,Norte,Mediana,3,6,6,2,1,2,2,3
1282,EMP062,Norte,Mediana,3,4,5,2,1,2,2,1
1283,EMP062,Norte,Mediana,3,5,8,3,3,1,3,3
1284,EMP062,Norte,Mediana,3,3,3,2,2,1,4,2
1285,EMP062,Norte,Mediana,3,6,5,2,2,2,2,3
1286,EMP062,Norte,Mediana,3,8,3,2,1,3,1,3
1287,EMP062,Norte,Mediana,3,8,6,1,2,2,2,3
1288,EMP062,Norte,Mediana,3,5,6,4,2,3,1,3
1289,EMP062,Norte,Mediana,3,2,7,3,2,3,2,2
1290,EMP062,Norte,Mediana,3,5,6,2,2,3,3,2
1291,EMP062,Norte,Mediana,3,6,7,3,2,2,2,4
1292,EMP062,Norte,Mediana,3,3,6,3,2,2,2,3
1293,EMP062,Norte,Mediana,3,5,6,1,4,3,2,3
1294,EMP062,Norte,Mediana,3,6,9,3,2,2,1,2
1295,EMP062,Norte,Mediana,3,5,7,1,2,3,2,2
1296,EMP062,Norte,Mediana,3,6,9,3,3,1,2,3
1297,EMP062,Norte,Mediana,3,5,7,3,1,2,2,2
1298,EMP063,Occidente,Pyme,10,9,5,3,2,2,5,3
1299,EMP063,Occidente,Pyme,10,10,7,2,2,3,3,2
1300,EMP063,Occidente,Pyme,10,10,3,2,3,2,3,3
1301,EMP063,Occidente,Pyme,10,7,7,3,4,3,2,3
1302,EMP063,Occidente,Pyme,10,9,6,4,2,3,3,2
1303,EMP063,Occidente,Pyme,10,10,9,2,2,2,2,2
1304,EMP063,Occidente,Pyme,10,4,8,1,1,3,1,2
1305,EMP063,Occidente,Pyme,10,11,9,2,2,3,2,2
1306,EMP063,Occidente,Pyme,10,6,10,2,1,2,3,4
1307,EMP063,Occidente,Pyme,10,9,5,2,3,3,2,3
1308,EMP063,Occidente,Pyme,10,9,6,1,3,2,1,2
1309,EMP063,Occidente,Pyme,10,8,6,1,2,1,2,3
1310,EMP063,Occidente,Pyme,10,8,5,4,2,4,3,2
1311,EMP063,Occidente,Pyme,10,7,10,3,3,2,2,2
1312,EMP063,Occidente,Pyme,10,8,5,2,2,1,3,3
1313,EMP063,Occidente,Pyme,10,12,6,2,4,3,3,3
1314,EMP063,Occidente,Pyme,10,9,7,4,2,2,4,2
1315,EMP063,Occidente,Pyme,10,9,7,4,2,2,3,3
1316,EMP063,Occidente,Pyme,10,8,6,2,1,1,4,3
1317,EMP063,Occidente,Pyme,10,11,6,4,3,3,2,3
1318,EMP063,Occidente,Pyme,10,14,7,4,2,3,3,1
1319,EMP063,Occidente,Pyme,10,9,5,3,2,1,3,2
1320,EMP064,Oriente,Pyme,9,8,5,2,3,2,2,4
1321,EMP064,Oriente,Pyme,9,9,7,1,1,2,3,2
1322,EMP064,Oriente,Pyme,9,8,8,2,2,4,3,2
1323,EMP064,Oriente,Pyme,9,9,4,1,3,3,3,4
1324,EMP064,Oriente,Pyme,9,7,5,2,2,1,3,3
1325,EMP064,Oriente,Pyme,9,4,7,3,4,2,2,1
1326,EMP064,Oriente,Pyme,9,12,6,1,2,3,1,2
1327,EMP064,Oriente,Pyme,9,9,9,2,1,2,3,1
1328,EMP064,Oriente,Pyme,9,6,4,1,2,2,3,3
1329,EMP064,Oriente,Pyme,9,10,5,1,2,2,1,1
1330,EMP064,Oriente,Pyme,9,8,6,2,2,3,3,4
1331,EMP064,Oriente,Pyme,9,7,5,3,1,2,3,3
1332,EMP064,Oriente,Pyme,9,11,10,3,3,2,1,2
1333,EMP064,Oriente,Pyme,9,11,4,1,3,2,2,2
1334,EMP064,Oriente,Pyme,9,8,6,3,2,2,3,2
1335,EMP064,Oriente,Pyme,9,7,7,1,1,2,2,2
1336,EMP064,Oriente,Pyme,9,10,3,2,1,3,2,2
1337,EMP064,Oriente,Pyme,9,6,8,2,2,2,1,4
1338,EMP064,Oriente,Pyme,9,10,3,2,2,2,2,2
1339,EMP064,Oriente,Pyme,9,4,4,2,2,2,3,3
1340,EMP064,Oriente,Pyme,9,10,10,3,3,2,1,3
1341,EMP064,Oriente,Pyme,9,9,8,2,1,3,4,1
1342,EMP064,Oriente,Pyme,9,8,4,3,3,2,2,4
1343,EMP065,Sur,Pyme,9,7,2,3,3,3,2,2
1344,EMP065,Sur,Pyme,9,9,1,4,3,2,2,2
1345,EMP065,Sur,Pyme,9,8,10,2,4,2,2,1
1346,EMP065,Sur,Pyme,9,7,9,2,3,3,2,2
1347,EMP065,Sur,Pyme,9,8,5,2,3,2,2,3
1348,EMP065,Sur,Pyme,9,6,4,2,2,2,2,3
1349,EMP065,Sur,Pyme,9,10,10,1,3,2,3,4
1350,EMP065,Sur,Pyme,9,9,8,1,2,2,2,2
1351,EMP065,Sur,Pyme,9,9,5,2,2,3,2,3
1352,EMP065,Sur,Pyme,9,7,6,3,4,2,1,3
1353,EMP065,Sur,Pyme,9,10,9,4,1,4,2,2
1354,EMP065,Sur,Pyme,9,8,8,2,2,1,1,3
1355,EMP065,Sur,Pyme,9,10,4,2,2,2,1,2
1356,EMP065,Sur,Pyme,9,9,7,2,2,3,3,5
1357,EMP065,Sur,Pyme,9,8,8,2,2,2,1,2
1358,EMP065,Sur,Pyme,9,6,8,3,2,2,3,2
1359,EMP065,Sur,Pyme,9,8,8,2,3,2,3,3
1360,EMP065,Sur,Pyme,9,11,5,2,3,3,2,3
1361,EMP065,Sur,Pyme,9,8,7,2,3,3,2,2
1362,EMP065,Sur,Pyme,9,10,10,3,2,1,2,2
1363,EMP065,Sur,Pyme,9,11,3,5,3,2,2,2
1364,EMP065,Sur,Pyme,9,6,4,4,3,3,2,3
1365,EMP066,Metropolitana,Mediana,5,4,10,3,4,2,2,3
1366,EMP066,Metropolitana,Mediana,5,5,10,4,2,3,3,3
1367,EMP066,Metropolitana,Mediana,5,9,10,2,3,3,3,2
1368,EMP066,Metropolitana,Mediana,5,5,9,2,2,2,4,3
1369,EMP066,Metropolitana,Mediana,5,7,8,4,2,3,2,4
1370,EMP066,Metropolitana,Mediana,5,7,7,3,3,3,2,3
1371,EMP066,Metropolitana,Mediana,5,4,10,4,3,2,4,2
1372,EMP066,Metropolitana,Mediana,5,5,4,3,4,3,4,3
1373,EMP066,Metropolitana,Mediana,5,9,10,2,4,2,4,4
1374,EMP066,Metropolitana,Mediana,5,5,7,2,3,3,2,4
1375,EMP066,Metropolitana,Mediana,5,9,10,4,2,1,3,3
1376,EMP066,Metropolitana,Mediana,5,7,7,2,3,2,3,4
1377,EMP066,Metropolitana,Mediana,5,5,10,3,2,3,4,2
1378,EMP066,Metropolitana,Mediana,5,6,7,3,3,4,4,2
1379,EMP066,Metropolitana,Mediana,5,8,6,3,2,2,3,4
1380,EMP066,Metropolitana,Mediana,5,4,9,3,1,3,3,2
1381,EMP066,Metropolitana,Mediana,5,6,6,4,3,3,3,2
1382,EMP067,Metropolitana,Mediana,2,9,8,3,3,2,3,3
1383,EMP067,Metropolitana,Mediana,2,1,10,3,4,2,3,4
1384,EMP067,Metropolitana,Mediana,2,5,4,3,3,1,2,4
1385,EMP067,Metropolitana,Mediana,2,6,5,2,2,2,2,3
1386,EMP067,Metropolitana,Mediana,2,6,8,3,2,2,3,3
1387,EMP067,Metropolitana,Mediana,2,8,10,3,3,2,3,2
1388,EMP067,Metropolitana,Mediana,2,5,9,3,1,3,4,3
1389,EMP067,Metropolitana,Mediana,2,4,6,3,1,1,3,3
1390,EMP067,Metropolitana,Mediana,2,5,8,2,3,4,3,3
1391,EMP067,Metropolitana,Mediana,2,7,8,3,2,2,2,3
1392,EMP067,Metropolitana,Mediana,2,2,7,5,3,2,1,3
1393,EMP067,Metropolitana,Mediana,2,4,7,3,2,2,4,3
1394,EMP067,Metropolitana,Mediana,2,5,5,2,4,3,4,2
1395,EMP067,Metropolitana,Mediana,2,6,8,3,3,3,4,4
1396,EMP067,Metropolitana,Mediana,2,6,5,3,3,4,4,4
1397,EMP067,Metropolitana,Mediana,2,3,9,4,3,2,1,3
1398,EMP067,Metropolitana,Mediana,2,4,5,2,2,2,2,3
1399,EMP068,Sur,Pyme,3,5,8,2,3,2,4,3
1400,EMP068,Sur,Pyme,3,6,9,3,1,2,2,3
1401,EMP068,Sur,Pyme,3,1,9,2,1,3,1,3
1402,EMP068,Sur,Pyme,3,4,10,1,2,2,3,3
1403,EMP068,Sur,Pyme,3,5,2,3,2,2,2,1
1404,EMP068,Sur,Pyme,3,3,5,3,2,3,3,2
1405,EMP068,Sur,Pyme,3,1,3,2,3,3,3,4
1406,EMP068,Sur,Pyme,3,8,6,2,2,2,2,3
1407,EMP068,Sur,Pyme,3,10,4,3,2,3,2,4
1408,EMP068,Sur,Pyme,3,8,7,3,3,3,4,1
1409,EMP068,Sur,Pyme,3,8,6,3,3,3,2,3
1410,EMP068,Sur,Pyme,3,4,2,2,3,2,3,3
1411,EMP068,Sur,Pyme,3,8,7,2,3,3,4,2
1412,EMP068,Sur,Pyme,3,3,9,2,1,2,3,3
1413,EMP068,Sur,Pyme,3,4,5,3,4,3,3,3
1414,EMP068,Sur,Pyme,3,2,3,3,1,2,3,3
1415,EMP068,Sur,Pyme,3,3,9,2,4,3,1,2
1416,EMP068,Sur,Pyme,3,5,7,4,1,2,2,2
1417,EMP068,Sur,Pyme,3,7,9,2,1,3,1,1
1418,EMP068,Sur,Pyme,3,2,5,3,4,3,2,3
1419,EMP068,Sur,Pyme,3,5,5,2,3,3,2,2
1420,EMP068,Sur,Pyme,3,3,9,4,3,2,2,3
1421,EMP069,Occidente,Mediana,2,4,10,4,4,3,2,3
1422,EMP069,Occidente,Mediana,2,6,4,3,3,3,4,3
1423,EMP069,Occidente,Mediana,2,6,8,4,2,3,3,2
1424,EMP069,Occidente,Mediana,2,5,8,1,3,1,3,2
1425,EMP069,Occidente,Mediana,2,3,7,5,5,1,2,3
1426,EMP069,Occidente,Mediana,2,5,7,1,2,3,3,3
1427,EMP069,Occidente,Mediana,2,9,5,3,3,3,2,2
1428,EMP069,Occidente,Mediana,2,4,6,2,3,3,2,2
1429,EMP069,Occidente,Mediana,2,2,4,3,2,3,3,3
1430,EMP069,Occidente,Mediana,2,1,10,3,3,2,3,3
1431,EMP069,Occidente,Mediana,2,5,9,2,2,2,1,4
1432,EMP069,Occidente,Mediana,2,5,7,4,5,2,2,3
1433,EMP069,Occidente,Mediana,2,5,9,3,2,3,3,2
1434,EMP069,Occidente,Mediana,2,6,5,1,3,3,2,3
1435,EMP069,Occidente,Mediana,2,2,8,3,4,4,3,4
1436,EMP069,Occidente,Mediana,2,3,6,2,3,2,3,3
1437,EMP069,Occidente,Mediana,2,5,7,3,2,2,4,4
1438,EMP069,Occidente,Mediana,2,6,7,2,1,2,3,3
1439,EMP069,Occidente,Mediana,2,5,5,3,2,3,4,2
1440,EMP070,Metropolitana,Grande,4,5,9,3,2,3,4,4
1441,EMP070,Metropolitana,Grande,4,2,9,2,1,2,3,3
1442,EMP070,Metropolitana,Grande,4,4,6,3,2,3,2,3
1443,EMP070,Metropolitana,Grande,4,7,6,2,2,2,1,4
1444,EMP070,Metropolitana,Grande,4,3,8,4,2,3,4,3
1445,EMP070,Metropolitana,Grande,4,8,5,3,2,3,2,5
1446,EMP070,Metropolitana,Grande,4,9,7,2,3,3,3,2
1447,EMP070,Metropolitana,Grande,4,5,6,2,2,2,3,3
1448,EMP070,Metropolitana,Grande,4,6,5,3,2,4,3,4
1449,EMP070,Metropolitana,Grande,4,2,6,3,3,2,4,1
1450,EMP070,Metropolitana,Grande,4,6,4,2,3,3,4,4
1451,EMP070,Metropolitana,Grande,4,5,6,2,3,2,3,3
1452,EMP070,Metropolitana,Grande,4,7,7,3,3,2,3,2
1453,EMP070,Metropolitana,Grande,4,9,9,3,3,2,4,4
1454,EMP070,Metropolitana,Grande,4,7,5,2,2,3,4,3
1455,EMP070,Metropolitana,Grande,4,7,10,3,2,1,2,3
1456,EMP070,Metropolitana,Grande,4,4,8,3,5,3,1,4
1457,EMP070,Metropolitana,Grande,4,9,6,4,3,2,3,2
1458,EMP070,Metropolitana,Grande,4,9,10,3,4,2,4,3
1459,EMP070,Metropolitana,Grande,4,5,4,2,1,4,4,3
1460,EMP070,Metropolitana,Grande,4,3,10,3,3,2,1,3
1461,EMP071,Metropolitana,Pyme,8,8,5,3,3,4,2,2
1462,EMP071,Metropolitana,Pyme,8,10,8,3,3,2,3,3
1463,EMP071,Metropolitana,Pyme,8,9,7,3,3,4,3,3
1464,EMP071,Metropolitana,Pyme,8,11,6,3,2,3,4,4
1465,EMP071,Metropolitana,Pyme,8,10,5,3,4,2,3,3
1466,EMP071,Metropolitana,Pyme,8,6,8,2,4,3,2,4
1467,EMP071,Metropolitana,Pyme,8,9,7,3,4,2,3,4
1468,EMP071,Metropolitana,Pyme,8,7,8,3,2,3,3,3
1469,EMP071,Metropolitana,Pyme,8,6,8,3,3,2,3,3
1470,EMP071,Metropolitana,Pyme,8,7,10,3,1,1,4,3
1471,EMP071,Metropolitana,Pyme,8,7,10,3,2,2,2,3
1472,EMP071,Metropolitana,Pyme,8,10,5,4,3,3,4,4
1473,EMP071,Metropolitana,Pyme,8,9,10,2,2,1,2,5
1474,EMP071,Metropolitana,Pyme,8,5,7,4,3,3,3,2
1475,EMP071,Metropolitana,Pyme,8,6,8,2,2,3,4,2
1476,EMP071,Metropolitana,Pyme,8,5,8,4,2,2,2,4
1477,EMP071,Metropolitana,Pyme,8,6,7,3,3,2,5,3
1478,EMP072,Metropolitana,Pyme,5,10,6,4,3,2,3,3
1479,EMP072,Metropolitana,Pyme,5,8,6,2,4,3,4,3
1480,EMP072,Metropolitana,Pyme,5,7,10,4,2,3,3,3
1481,EMP072,Metropolitana,Pyme,5,8,10,4,2,2,4,3
1482,EMP072,Metropolitana,Pyme,5,5,9,2,4,4,3,3
1483,EMP072,Metropolitana,Pyme,5,5,9,4,4,1,3,3
1484,EMP072,Metropolitana,Pyme,5,11,7,4,3,3,3,2
1485,EMP072,Metropolitana,Pyme,5,6,5,3,4,1,3,2
1486,EMP072,Metropolitana,Pyme,5,9,7,3,2,3,4,3
1487,EMP072,Metropolitana,Pyme,5,5,7,2,2,2,3,3
1488,EMP072,Metropolitana,Pyme,5,7,7,3,3,4,3,4
1489,EMP072,Metropolitana,Pyme,5,9,7,2,4,3,4,4
1490,EMP072,Metropolitana,Pyme,5,3,10,2,2,3,3,3
1491,EMP072,Metropolitana,Pyme,5,6,10,4,3,3,2,3
1492,EMP072,Metropolitana,Pyme,5,7,9,4,2,2,2,3
1493,EMP072,Metropolitana,Pyme,5,7,6,2,1,3,3,3
1494,EMP072,Metropolitana,Pyme,5,8,7,3,4,3,4,3
1495,EMP072,Metropolitana,Pyme,5,6,10,4,2,2,4,3
1496,EMP072,Metropolitana,Pyme,5,4,9,4,2,2,2,3
1497,EMP072,Metropolitana,Pyme,5,10,6,2,1,3,4,2
1498,EMP072,Metropolitana,Pyme,5,8,7,4,3,2,2,4
1499,EMP072,Metropolitana,Pyme,5,5,5,3,4,2,2,4
1500,EMP072,Metropolitana,Pyme,5,6,9,4,3,3,4,4
1501,EMP072,Metropolitana,Pyme,5,8,6,2,3,3,4,4
1502,EMP073,Metropolitana,Mediana,8,4,9,4,5,1,3,4
1503,EMP073,Metropolitana,Mediana,8,9,10,2,4,3,3,3
1504,EMP073,Metropolitana,Mediana,8,7,9,2,3,2,2,4
1505,EMP073,Metropolitana,Mediana,8,6,6,3,1,3,2,4
1506,EMP073,Metropolitana,Mediana,8,9,5,3,4,3,3,3
1507,EMP073,Metropolitana,Mediana,8,8,6,4,2,4,4,3
1508,EMP073,Metropolitana,Mediana,8,5,7,2,4,3,3,3
1509,EMP073,Metropolitana,Mediana,8,8,7,1,3,3,3,3
1510,EMP073,Metropolitana,Mediana,8,9,9,2,2,3,3,4
1511,EMP073,Metropolitana,Mediana,8,7,7,3,1,3,2,4
1512,EMP073,Metropolitana,Mediana,8,10,3,3,3,3,4,2
1513,EMP073,Metropolitana,Mediana,8,5,9,2,4,4,3,4
1514,EMP073,Metropolitana,Mediana,8,7,10,3,3,1,3,4
1515,EMP073,Metropolitana,Mediana,8,7,6,3,2,4,2,3
1516,EMP073,Metropolitana,Mediana,8,6,8,3,3,2,4,4
1517,EMP073,Metropolitana,Mediana,8,10,7,3,3,1,2,2
1518,EMP073,Metropolitana,Mediana,8,7,5,3,1,3,2,4
1519,EMP073,Metropolitana,Mediana,8,8,6,3,3,2,4,3
1520,EMP073,Metropolitana,Mediana,8,12,7,3,1,2,3,3
1521,EMP074,Centro,Grande,6,8,6,1,4,3,3,3
1522,EMP074,Centro,Grande,6,9,7,4,2,3,4,3
1523,EMP074,Centro,Grande,6,10,4,2,2,2,3,2
1524,EMP074,Centro,Grande,6,4,9,3,2,3,2,2
1525,EMP074,Centro,Grande,6,7,5,2,5,3,3,5
1526,EMP074,Centro,Grande,6,6,6,2,2,2,2,3
1527,EMP074,Centro,Grande,6,6,8,4,3,3,3,4
1528,EMP074,Centro,Grande,6,5,8,3,4,4,2,3
1529,EMP074,Centro,Grande,6,8,4,4,1,2,4,4
1530,EMP074,Centro,Grande,6,6,5,3,3,2,3,3
1531,EMP074,Centro,Grande,6,9,6,2,2,1,3,3
1532,EMP074,Centro,Grande,6,10,4,2,2,2,3,3
1533,EMP074,Centro,Grande,6,8,7,3,3,3,3,2
1534,EMP074,Centro,Grande,6,11,6,3,2,2,2,3
1535,EMP074,Centro,Grande,6,9,10,3,4,1,2,3
1536,EMP074,Centro,Grande,6,10,4,3,4,2,1,2
1537,EMP074,Centro,Grande,6,6,6,2,5,4,2,3
1538,EMP074,Centro,Grande,6,7,4,2,2,3,4,5
1539,EMP074,Centro,Grande,6,6,5,3,2,4,3,2
1540,EMP074,Centro,Grande,6,7,10,3,3,2,5,3
1541,EMP074,Centro,Grande,6,6,4,1,3,2,2,3
1542,EMP074,Centro,Grande,6,5,9,2,3,3,3,3
1543,EMP074,Centro,Grande,6,4,6,3,2,3,3,3
1544,EMP074,Centro,Grande,6,8,8,3,3,4,4,3
1545,EMP075,Metropolitana,Pyme,4,4,5,4,4,4,2,2
1546,EMP075,Metropolitana,Pyme,4,4,9,3,2,3,2,4
1547,EMP075,Metropolitana,Pyme,4,4,9,4,4,3,3,3
1548,EMP075,Metropolitana,Pyme,4,4,4,4,2,3,2,3
1549,EMP075,Metropolitana,Pyme,4,8,9,3,2,2,2,3
1550,EMP075,Metropolitana,Pyme,4,7,7,2,2,4,2,2
1551,EMP075,Metropolitana,Pyme,4,2,10,4,2,3,4,3
1552,EMP075,Metropolitana,Pyme,4,7,6,3,3,4,3,4
1553,EMP075,Metropolitana,Pyme,4,5,8,3,3,3,4,3
1554,EMP075,Metropolitana,Pyme,4,5,6,3,3,2,3,3
1555,EMP075,Metropolitana,Pyme,4,6,8,3,3,3,2,2
1556,EMP075,Metropolitana,Pyme,4,8,9,3,3,2,3,3
1557,EMP075,Metropolitana,Pyme,4,7,9,1,3,3,2,4
1558,EMP075,Metropolitana,Pyme,4,5,5,2,2,2,4,3
1559,EMP075,Metropolitana,Pyme,4,11,10,5,3,3,4,3
1560,EMP075,Metropolitana,Pyme,4,5,6,2,2,2,2,4
1561,EMP075,Metropolitana,Pyme,4,5,8,2,2,3,4,3
1562,EMP075,Metropolitana,Pyme,4,5,10,3,3,2,2,2
1563,EMP075,Metropolitana,Pyme,4,6,8,3,2,2,4,3
1564,EMP075,Metropolitana,Pyme,4,6,6,2,2,2,3,2
1565,EMP075,Metropolitana,Pyme,4,9,8,3,3,3,4,3
1566,EMP076,Occidente,Mediana,5,4,6,2,1,3,2,4
1567,EMP076,Occidente,Mediana,5,6,6,2,3,1,3,4
1568,EMP076,Occidente,Mediana,5,8,10,3,2,1,3,2
1569,EMP076,Occidente,Mediana,5,5,9,4,2,2,3,3
1570,EMP076,Occidente,Mediana,5,6,7,2,2,2,2,4
1571,EMP076,Occidente,Mediana,5,6,4,1,1,2,3,4
1572,EMP076,Occidente,Mediana,5,8,10,1,2,2,2,3
1573,EMP076,Occidente,Mediana,5,4,8,3,3,2,2,3
1574,EMP076,Occidente,Mediana,5,4,4,2,4,2,3,1
1575,EMP076,Occidente,Mediana,5,8,8,4,4,1,2,3
1576,EMP076,Occidente,Mediana,5,8,8,3,2,2,4,2
1577,EMP076,Occidente,Mediana,5,7,8,2,3,2,5,2
1578,EMP076,Occidente,Mediana,5,7,8,3,1,1,3,4
1579,EMP076,Occidente,Mediana,5,6,8,1,3,2,3,3
1580,EMP076,Occidente,Mediana,5,6,7,2,1,2,3,2
1581,EMP076,Occidente,Mediana,5,8,8,2,4,2,3,2
1582,EMP076,Occidente,Mediana,5,9,5,3,1,2,3,3
1583,EMP077,Metropolitana,Pyme,4,5,8,3,2,2,2,3
1584,EMP077,Metropolitana,Pyme,4,8,8,3,2,4,4,3
1585,EMP077,Metropolitana,Pyme,4,3,7,2,2,3,4,3
1586,EMP077,Metropolitana,Pyme,4,5,5,4,4,3,3,3
1587,EMP077,Metropolitana,Pyme,4,2,8,2,2,3,2,4
1588,EMP077,Metropolitana,Pyme,4,5,7,3,2,3,4,3
1589,EMP077,Metropolitana,Pyme,4,7,8,3,2,2,4,2
1590,EMP077,Metropolitana,Pyme,4,4,7,3,3,2,4,3
1591,EMP077,Metropolitana,Pyme,4,5,6,2,2,4,1,2
1592,EMP077,Metropolitana,Pyme,4,4,8,2,4,3,3,3
1593,EMP077,Metropolitana,Pyme,4,7,8,3,2,4,2,2
1594,EMP077,Metropolitana,Pyme,4,7,6,4,4,1,3,3
1595,EMP077,Metropolitana,Pyme,4,5,6,4,1,2,2,2
1596,EMP077,Metropolitana,Pyme,4,7,10,3,2,2,3,4
1597,EMP077,Metropolitana,Pyme,4,8,7,4,2,4,5,3
1598,EMP077,Metropolitana,Pyme,4,7,6,4,2,2,3,3
1599,EMP077,Metropolitana,Pyme,4,8,6,2,4,3,3,3
1600,EMP077,Metropolitana,Pyme,4,9,8,2,3,2,3,4
1601,EMP077,Metropolitana,Pyme,4,10,8,4,3,1,4,3
1602,EMP077,Metropolitana,Pyme,4,3,8,3,5,2,5,4
1603,EMP077,Metropolitana,Pyme,4,7,7,2,2,2,4,2
1604,EMP077,Metropolitana,Pyme,4,7,6,2,2,3,4,3
1605,EMP077,Metropolitana,Pyme,4,2,4,1,4,2,2,3
1606,EMP077,Metropolitana,Pyme,4,3,9,3,3,2,3,2
1607,EMP078,Centro,Pyme,10,13,10,2,2,3,3,3
1608,EMP078,Centro,Pyme,10,8,3,2,3,2,4,3
1609,EMP078,Centro,Pyme,10,7,8,2,3,4,4,2
1610,EMP078,Centro,Pyme,10,6,4,3,4,2,3,2
1611,EMP078,Centro,Pyme,10,10,6,2,2,2,1,2
1612,EMP078,Centro,Pyme,10,12,7,4,3,3,2,3
1613,EMP078,Centro,Pyme,10,10,7,2,3,3,3,3
1614,EMP078,Centro,Pyme,10,8,6,2,1,2,2,3
1615,EMP078,Centro,Pyme,10,10,8,3,3,4,2,3
1616,EMP078,Centro,Pyme,10,9,6,2,4,3,3,5
1617,EMP078,Centro,Pyme,10,6,7,1,1,3,4,3
1618,EMP078,Centro,Pyme,10,9,9,2,1,3,1,3
1619,EMP078,Centro,Pyme,10,10,9,3,2,4,2,3
1620,EMP078,Centro,Pyme,10,7,7,3,4,2,3,2
1621,EMP078,Centro,Pyme,10,9,8,2,3,3,3,2
1622,EMP078,Centro,Pyme,10,8,9,2,3,2,2,2
1623,EMP078,Centro,Pyme,10,8,6,2,3,2,2,3
1624,EMP078,Centro,Pyme,10,12,5,2,1,1,3,4
1625,EMP078,Centro,Pyme,10,7,5,4,2,2,2,1
1626,EMP078,Centro,Pyme,10,10,7,2,3,1,3,5
1627,EMP078,Centro,Pyme,10,10,10,2,3,3,2,2
1628,EMP079,Oriente,Pyme,1,3,5,3,3,1,2,2
1629,EMP079,Oriente,Pyme,1,5,4,3,2,2,2,3
1630,EMP079,Oriente,Pyme,1,10,6,3,1,4,2,3
1631,EMP079,Oriente,Pyme,1,4,5,2,2,2,1,2
1632,EMP079,Oriente,Pyme,1,4,9,3,2,1,2,4
1633,EMP079,Oriente,Pyme,1,5,8,3,2,4,1,2
1634,EMP079,Oriente,Pyme,1,3,5,2,1,2,3,2
1635,EMP079,Oriente,Pyme,1,5,2,3,1,2,2,3
1636,EMP079,Oriente,Pyme,1,2,9,3,1,2,3,2
1637,EMP079,Oriente,Pyme,1,3,3,2,4,1,2,1
1638,EMP079,Oriente,Pyme,1,4,5,3,2,1,3,3
1639,EMP079,Oriente,Pyme,1,2,6,1,2,3,1,2
1640,EMP079,Oriente,Pyme,1,4,7,2,1,2,2,2
1641,EMP079,Oriente,Pyme,1,1,6,2,2,3,1,2
1642,EMP079,Oriente,Pyme,1,2,6,1,2,3,2,2
1643,EMP079,Oriente,Pyme,1,6,5,2,2,2,2,2
1644,EMP079,Oriente,Pyme,1,4,2,2,1,2,4,3
1645,EMP079,Oriente,Pyme,1,2,7,1,2,2,3,2
1646,EMP079,Oriente,Pyme,1,3,5,2,3,2,3,2
1647,EMP079,Oriente,Pyme,1,1,8,1,2,2,2,2
1648,EMP079,Oriente,Pyme,1,4,8,3,3,3,3,3
1649,EMP079,Oriente,Pyme,1,4,6,2,2,1,3,2
1650,EMP080,Metropolitana,Pyme,1,6,4,2,5,3,3,5
1651,EMP080,Metropolitana,Pyme,1,10,7,3,3,3,2,2
1652,EMP080,Metropolitana,Pyme,1,4,6,3,2,3,4,2
1653,EMP080,Metropolitana,Pyme,1,5,6,4,3,3,4,4
1654,EMP080,Metropolitana,Pyme,1,5,7,3,2,3,4,2
1655,EMP080,Metropolitana,Pyme,1,1,7,2,4,3,2,2
1656,EMP080,Metropolitana,Pyme,1,4,8,2,3,3,3,4
1657,EMP080,Metropolitana,Pyme,1,7,7,5,2,2,3,3
1658,EMP080,Metropolitana,Pyme,1,3,8,3,4,3,2,4
1659,EMP080,Metropolitana,Pyme,1,4,7,2,3,2,2,3
1660,EMP080,Metropolitana,Pyme,1,7,6,4,3,2,4,3
1661,EMP080,Metropolitana,Pyme,1,7,8,3,2,3,2,2
1662,EMP080,Metropolitana,Pyme,1,6,10,3,3,2,3,3
1663,EMP080,Metropolitana,Pyme,1,6,0,3,2,2,1,4
1664,EMP080,Metropolitana,Pyme,1,5,4,2,2,2,3,5
1665,EMP080,Metropolitana,Pyme,1,6,5,3,4,2,2,3
